iter	Logloss
447	0.3220594286
448	0.321852462
449	0.3216945836
450	0.3215750307
451	0.3213823138
452	0.3212622989
453	0.3211547869
454	0.3211207626
455	0.3209292288
456	0.3208430008
457	0.3207093558
458	0.3205086787
459	0.3204947521
460	0.3204467395
461	0.3202321562
462	0.3198890087
463	0.3197942453
464	0.3194768789
465	0.3192898902
466	0.3190895857
467	0.3188829087
468	0.3188289121
469	0.3187073643
470	0.3186479524
471	0.3185552722
472	0.3184401905
473	0.3184241191
474	0.3183105649
475	0.3180711235
476	0.3178003944
477	0.3176662095
478	0.3175055297
479	0.3174823898
480	0.3173983375
481	0.3173727685
482	0.3171000463
483	0.3169679471
484	0.3167651742
485	0.3165402739
486	0.3164304108
487	0.3163276409
488	0.3162625485
489	0.316069662
490	0.3159337219
491	0.3158661287
492	0.315728155
493	0.3156580814
494	0.3154101586
495	0.3153450804
496	0.3149957771
497	0.3148188513
498	0.314659178
499	0.3144874822
500	0.3143943763
501	0.3142653369
502	0.3140801745
503	0.3138764368
504	0.313756249
505	0.3137390209
506	0.313594449
507	0.3135141832
508	0.3132625376
509	0.3132268499
510	0.313122243
511	0.3129194089
512	0.3128350097
513	0.3127706833
514	0.3127261533
515	0.3126648969
516	0.3124460948
517	0.3124098459
518	0.3123220129
519	0.3122531862
520	0.3121736898
521	0.3120328485
522	0.3118165627
523	0.3116753458
524	0.3115719708
525	0.3114494726
526	0.3111189968
527	0.3110948983
528	0.3109784092
529	0.3109184926
530	0.3106945575
531	0.310593488
532	0.3104716075
533	0.3103242742
534	0.3102293978
535	0.3100094991
536	0.3100054676
537	0.3096652278
538	0.3096475836
539	0.3095602002
540	0.3092510396
541	0.3091854419
542	0.3089938427
543	0.3089497065
544	0.3088209336
545	0.3087662855
546	0.308689166
547	0.3086575451
548	0.3086243199
549	0.308011064
550	0.3079896219
551	0.3076885632
552	0.3074951748
553	0.3074389875
554	0.3071322013
555	0.3067813858
556	0.3065919532
557	0.3065249899
558	0.3064021866
559	0.3062322423
560	0.3060589587
561	0.305954374
562	0.3059176366
563	0.3057167652
564	0.305619156
565	0.3055161041
566	0.3053325184
567	0.3052039902
568	0.3050872073
569	0.3050257887
570	0.3048443553
571	0.3048247067
572	0.3047427641
573	0.3046349992
574	0.3044881111
575	0.3043746642
576	0.3043593333
577	0.3042140801
578	0.3040391764
579	0.3038970525
580	0.3038702654
581	0.3038444659
582	0.3038295054
583	0.3037326563
584	0.3036032436
585	0.3034737081
586	0.3032666854
587	0.3031490287
588	0.3029775988
589	0.302943027
590	0.3028506825
591	0.3028166327
592	0.3027512244
593	0.3026547799
594	0.3025454093
595	0.3024896079
596	0.3023781248
597	0.3022777617
598	0.3021135092
599	0.3019909461
600	0.3019391404
601	0.3018198863
602	0.3016622718
603	0.3014135902
604	0.301326775
605	0.3013092706
606	0.3012317414
607	0.3012185777
608	0.301072637
609	0.300946367
610	0.3008705051
611	0.300766101
612	0.3004180467
613	0.3002879014
614	0.3000937204
615	0.2999335835
616	0.2997014393
617	0.2992665784
618	0.2991950863
619	0.2991163307
620	0.2991021076
621	0.298976153
622	0.2987447106
623	0.2986913388
624	0.2986739741
625	0.2985133891
626	0.2984842102
627	0.2983827108
628	0.2981428107
629	0.2981290949
630	0.297984277
631	0.2978641096
632	0.2977285162
633	0.2976013107
634	0.2973579557
635	0.2971914567
636	0.2971259485
637	0.2968782731
638	0.2968437128
639	0.296715052
640	0.2966689829
641	0.2965749544
642	0.2964028296
643	0.2963267197
644	0.2961328083
645	0.2960356556
646	0.2957870035
647	0.2956926251
648	0.2956265791
649	0.2955194871
650	0.2955056722
651	0.2953379781
652	0.2951993334
653	0.2950302932
654	0.294948625
655	0.294850906
656	0.2946808128
657	0.294524075
658	0.2944548637
659	0.2941036703
660	0.294038864
661	0.2938686229
662	0.2938589492
663	0.2937599
664	0.2935519037
665	0.2934123497
666	0.2933275702
667	0.2932313779
668	0.2932161227
669	0.2930837757
670	0.2929907511
671	0.2929895628
672	0.2928774653
673	0.2926220022
674	0.2924471955
675	0.2923277239
676	0.2922546268
677	0.292001281
678	0.2919700507
679	0.291937105
680	0.2918992301
681	0.2918590395
682	0.2918136223
683	0.2916828728
684	0.2916671681
685	0.2915153044
686	0.2914714856
687	0.2914507679
688	0.2912686709
689	0.2911007382
690	0.2909635436
691	0.2908966694
692	0.2907768018
693	0.2906052193
694	0.2905498536
695	0.2904561836
696	0.2903828172
697	0.2902710218
698	0.2902073612
699	0.2901017734
700	0.2899874863
701	0.2899755113
702	0.2897016876
703	0.2896006081
704	0.2895550375
705	0.2894223817
706	0.2892003848
707	0.2890345473
708	0.2889437752
709	0.2888409947
710	0.2886735822
711	0.2885441242
712	0.2882623692
713	0.288100318
714	0.2879756731
715	0.2879359498
716	0.2878710188
717	0.2877808034
718	0.2876527302
719	0.2875470676
720	0.2872545176
721	0.2871579075
722	0.287029495
723	0.2869625575
724	0.2868465731
725	0.2867383608
726	0.2866600771
727	0.286623407
728	0.2864521028
729	0.2864366765
730	0.2862738683
731	0.2861266926
732	0.2860283186
733	0.2858907274
734	0.285841675
735	0.285739053
736	0.2856495538
737	0.2854782635
738	0.2853737341
739	0.2853286272
740	0.2852784019
741	0.2852020868
742	0.2850745846
743	0.2850513839
744	0.2849514762
745	0.2848012539
746	0.2846078687
747	0.2845653895
748	0.2843339575
749	0.284302784
750	0.2841431923
751	0.2841064606
752	0.2840100389
753	0.2839159123
754	0.2838091856
755	0.2834761774
756	0.283383006
757	0.2832785896
758	0.2832261041
759	0.2831705411
760	0.2830465079
761	0.2829382063
762	0.2828508742
763	0.2826919928
764	0.2825035261
765	0.2824628868
766	0.2822750643
767	0.2821416132
768	0.2821209007
769	0.2819770035
770	0.2818487391
771	0.2818283097
772	0.2816230801
773	0.2815338043
774	0.2814464332
775	0.2813538393
776	0.2811807554
777	0.2811150741
778	0.28094546
779	0.2806802471
780	0.2805720631
781	0.2804624097
782	0.2804475946
783	0.2801925528
784	0.2801185822
785	0.2800363936
786	0.2799753465
787	0.2799420784
788	0.2797330753
789	0.2794704188
790	0.2793824397
791	0.2793411636
792	0.279177454
793	0.2790073609
794	0.2788876564
795	0.2787839919
796	0.278506281
797	0.2783713628
798	0.2782181889
799	0.2780723836
800	0.2779682611
801	0.2778748792
802	0.2776250134
803	0.2774142679
804	0.2772472861
805	0.2771203474
806	0.2769603011
807	0.2768477176
808	0.2767343528
809	0.2767243945
810	0.2765682801
811	0.2763704727
812	0.2761934536
813	0.2760486048
814	0.2759806993
815	0.2759439607
816	0.2758623052
817	0.2757810296
818	0.275755706
819	0.2755700826
820	0.2754832399
821	0.2751602326
822	0.2750704656
823	0.2749390425
824	0.274784195
825	0.2745264268
826	0.2744660752
827	0.2743911515
828	0.2740636575
829	0.2739865975
830	0.2738950638
831	0.2737650897
832	0.2736819877
833	0.2736396153
834	0.2734988563
835	0.2734481758
836	0.2733732838
837	0.2732531737
838	0.2730613232
839	0.2728296493
840	0.2727663199
841	0.2725942368
842	0.2723634162
843	0.2722750676
844	0.2721521667
845	0.2720772765
846	0.2720080821
847	0.2720009273
848	0.2718246539
849	0.2716160984
850	0.2714104049
851	0.271238325
852	0.2710823314
853	0.270941151
854	0.2709199317
855	0.27074974
856	0.2705666881
857	0.2704519973
858	0.2703285032
859	0.2701065416
860	0.2700449626
861	0.2698959678
862	0.2697730602
863	0.2695680406
864	0.2694909836
865	0.2692155587
866	0.2689947861
867	0.2688939267
868	0.2688118308
869	0.2687015976
870	0.2684617863
871	0.2683564649
872	0.2682957442
873	0.2681480364
874	0.2680138568
875	0.2679000029
876	0.267640375
877	0.2675574231
878	0.267541572
879	0.267491462
880	0.2673499585
881	0.2672622104
882	0.2671787226
883	0.267085499
884	0.2669931917
885	0.2669625858
886	0.2668500667
887	0.2665296632
888	0.2664973477
889	0.2664109089
890	0.2662113417
891	0.2659904198
892	0.26584895
893	0.2657819599
894	0.2656634608
895	0.2656055295
896	0.2655871854
897	0.2654609196
898	0.265420007
899	0.2652276525
900	0.2650457566
901	0.2648662913
902	0.2645980417
903	0.264460942
904	0.2643086591
905	0.2641649355
906	0.264009787
907	0.2639564229
908	0.2637522581
909	0.2637285109
910	0.263683861
911	0.2635856405
912	0.2633593473
913	0.2632240848
914	0.2631186508
915	0.2629835213
916	0.2628644988
917	0.2628079479
918	0.2627182138
919	0.2624937132
920	0.2623415439
921	0.2622863098
922	0.262098373
923	0.2620358447
924	0.2618177158
925	0.261638217
926	0.2614664379
927	0.261226645
928	0.2611325732
929	0.2609789141
930	0.2609073406
931	0.2607564495
932	0.2607073234
933	0.2604368118
934	0.2602337661
935	0.2600931327
936	0.2599742722
937	0.2599003867
938	0.2598353328
939	0.2597845056
940	0.2596798951
941	0.259497298
942	0.2593135546
943	0.2592187914
944	0.2591658638
945	0.2589497453
946	0.2587959597
947	0.2585450758
948	0.2584931928
949	0.2583936098
950	0.2583435624
951	0.258276381
952	0.2582310884
953	0.2580572714
954	0.2579038455
955	0.2576599726
956	0.2575461625
957	0.2572967456
958	0.2570702537
959	0.2569153353
960	0.2568026831
961	0.2566822797
962	0.2565051405
963	0.2563517649
964	0.2562660291
965	0.2560793908
966	0.2560749868
967	0.2558847296
968	0.2557926971
969	0.2556492157
970	0.2554905473
971	0.255417116
972	0.2553946492
973	0.2552377442
974	0.2551963561
975	0.2550545734
976	0.2549666999
977	0.2548739113
978	0.2548384288
979	0.254608542
980	0.2544751233
981	0.254295552
982	0.2541066167
983	0.2540123441
984	0.2539960528
985	0.2538571869
986	0.2538378288
987	0.2535895402
988	0.2535603689
989	0.2535235391
990	0.2533759853
991	0.2533114815
992	0.2531482273
993	0.2531380714
994	0.2530248755
995	0.2529134619
996	0.2527454159
997	0.2527079507
998	0.252626413
999	0.2525488305
